,弹幕
1012,空降成功
1013,凌   乱
1014,初一报告
1015,高二100
1016,谢谢谢谢
1017,小蓝？
1018,俺也一样
1019,？弹幕在干嘛
1020,小字不错
1021,星茶会！
1022,投币了
1023,语文学渣前来报到
1024,我老是99
1025,我是忽低忽低
1026,我才从96到114分
1027,要开学了
1028,语文一直都是113～116左右的分数
1029,还要有错题本
1030,谢谢up，辛苦啦
1031,对对对
1032,对对对
1033,好看
1034,高考语文120
1035,新高考
1036,很不错了！
1037,太真实啦
1038,强
1039,我语文就没有资料。。。
1040,《凌乱》
1041,主观题还可以
1042,有是有，没看过
1043,是的
1044,啊wyb在哪我只看到了李云龙
1045,80分，我还有救吗
1046,玄学
1047,太真实了吧
1048,啊第一个真的
1049,110+
1050,是我了
1051,王一博的梗
1052,啵神驾到
1053,这不是啵啵的词吗
1054,就很干哈哈哈哈哈哈哈哈哈哈哈哈
1055,夺命9分
1056,呜呜呜，真的可以的
1057,文科还需要错题本吗
1058,是我
1059,是我
1060,是我
1061,70
1062,作文一个字都学步车怎能
1063,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？满分
1064,根本没买
1065,是我
1066,是我
1067,感谢学姐分享
1068,最高113
1069,我也………
1070,弹幕护体
1071,语文期末69怎么办
1072,我70
1073,[前方高能]
1074,69呜呜呜
1075,我初一表示你在说啥？
1076,牛哇
1077,还是玄学
1078,我刚高一。
1079,真不错
1080,79
1081,加一
1082,114
1083,呜呜呜
1084,笑死，根本就没高过
1085,卧槽
1086,谁还不是赞多跑来的
1087,直接复印，成本很低
1088,99
1089,109来了
1090,jb135
1091,高二山东
1092,我没及格？。
1093,会QAQ
1094,是我啊
1095,是我了
1096,初中这个方法适用吗
1097,是我了
1098,救救我
1099,新高考猝。
1100,是我了
1101,75.5
1102,好棒
1103,我也是！
1104,就是我
1105,卡在103
1106,53
1107,难道不对吗
1108,真实！
1109,说实话在这里提王一博有点莫名其妙.
1110,声音好好听
1111,资源库牛批！
1112,70到115+啦
1113,110表示不够啊，还要提升
1114,是我了
1115,我七八十
1116,只考了119.5
1117,是小蓝吗
1118,新高考
1119,不   会
1120,如果下载。
1121,我131
1122,sans
1123,语文130+
1124,哇好厉害
1125,是的呢
1126,就是啊
1127,117的我哭了
1128,玄学玄学
1129,？和王一博有什么关系吗？
1130,是我
1131,就没背过
1132,90+
1133,是我
1134,新高考
1135,WC
1136,好棒
1137,80-90
1138,谢谢
1139,✓
1140,什么题这是
1141,95自闭
1142,我这次语文103
1143,语文能不能不做错题本啊，不喜欢语文啊，呜呜呜
1144,星茶会！
1145,我138
1146,练字类题目？
1147,加一
1148,初一
1149,我也是
1150,我也是
1151,只考了105
1152,好的
1153,我80哭了
1154,3个错2个
1155,我是啵啵妈妈我是啵啵妈妈猫头们
1156,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈红红火火恍恍惚惚
1157,这是什么梗？？。
1158,恭迎啵神
1159,我八十
1160,啊，我都80多
1161,c418
1162,80多分没救了
1163,资源库！
1164,我也是
1165,666
1166,105哭了
1167,99
1168,128害
1169,我83.5
1170,经典二选一
1171,稳居87...
1172,76
1173,初二生报道
1174,6
1175,120
1176,我配吗。
1177,80.......
1178,高二111
1179,我是100-120
1180,是的是的
1181,薛金星yyds
1182,124
1183,啊啊啊
1184,最高138
1185,up声音好温柔好好听
1186,130
1187,你币有了
1188,我也 ！
1189,85到yi
1190,19年我记得都很难
1191,我才102
1192,我100±5
1193,OKOKOK
1194,我说怎么没了
1195,101
1196,噩梦
1197,+
1198,没及格咋咋办？
1199,我也
1200,对就是我
