,弹幕
627,隱約看到了む
628,玉字旁
629,禁止套娃
630,我怎么看到了野兽先辈
631,微软雅黑为什么不是黑色的
632,会上b站
633,我看到了中间发挥的一个口
634,你会看到一团黑色
635,吃人
636,橄榄？
637,字幕跪了233
638,工
639,NB
640,黄金分割线
641,我看着像遼
642,正常小程序都上百行的 几十行真的很少了
643,长风破浪会有时，直挂云帆济沧海！
644,jǐ（咬饵）
645,鉴拳师们又来了啊
646,越来越方
647,相
648,字体工程师而不是字体设计师，哇哦
649,西夏文撇捺太多
650,张口闭眼男
651,啊 这个丝滑的帧数
652,颜真卿
653,说得好我用TrueType
654,师傅别念了
655,匸  们  工  工
656,扣  抯  扛  耒丑
657,能看到一团黑
658,黑，太TM黑了
659,弓哥
660,卧糟怎么这么多？
661,吃         人
662,土字旁一般叫提土旁
663,第一个好像穗
664,邏
665,跟风发女权的别恶心人了
666,一个圆
667,衤
668,亻
669,细
670,我在下面隐隐约约地看到了“担”字
671,先辈???
672,蕉
673,棗
674,不就是一团黑吗？
675,像扭子
676,擅
677,升华
678,龗
679,扭
680,还有女书，奇怪的知识点又增加了
681,揠
682,韩语看到了퍨
683,福
684,用ai做啊
685,怎么到处都有男拳师（^^
686,戆
687,字体设计 编码都需要
688,我想了解医生专用体
689,啊！~~~~~~哈欠！
690,汉语言专业开始头痛 那应该叫斜玉旁
691,张口闭眼草
692,人生苦短我用Python
693,黑色的色块哈哈哈哈哈
694,比长还得看我c
695,纳尼，一坨？
696,我看到了继续的继
697,穗
698,穗
699,biangbiang面的biang
700,黑坨坨
701,吃 人
702,我有个同学就这个女书的类型
703,因此这些字到底是什么字体的呢。。。。。。。。。。。。。。。。。。。。
704,吃人的那位老哥，收收
705,一个黑色的正方形
706,女书！！！江永女书赛高
707,有男书吗
708,我看见了擅
709,女书是女书，女拳是女拳，某些人脑袋清醒点吧
710,爷笑了
711,榫
712,诗         云
713,得到一坨
714,哇女书！你币有了
715,伫
716,我最喜欢楷体了
717,辵（chuo）字旁
718,确实短啊
719,好东西
720,短     短
721,↑乡   土  中    国
722,吃 人
723,一个字体文件有2万就很多了  一般都是8000个左右
724,吃   人
725,不读书吃了文盲的当，读书吃了文化的当。
726,越来越听不懂了 太专业了
727,包括男性awa
728,女书没有失传 很多江永人古宅人都能让会说的
729,这边 江永人 up用心了
730,世
731,学废了
732,坨？
733,把来自中国的水印搞上去
734,拳师一点也不狂喜，我们本来就知道从古到今就一直有人反抗不合理的男尊女卑啊
735,嘿，我他娘的是学编程的
736,吃     人
737,草
738,匪
739,会被做成视频发在b站
740,暂停的时候看到了猪这个字
741,没看到小偷国心碎，倒是看见你心碎了
742,都不知道女书
743,up讲的很好 但我好困
744,稚
745,敢说韩文是衍生，棒子又要出警了
746,爩
747,奇怪的知识增长了
748,我看到了一个跪着的人？
749,变成一个点
750,女书没失传，我家就有女书字典
751,吃人的老狂人日记了
752,师傅别念了
753,好
754,嘲讽女权的马上就来了，啧啧
755,孛
756,吃  人
757,吃 人
758,韩
759,刿！！！
760,弹幕别引战
761,搞蒙老外
762,会被做成视频发到b站(
763,我对着一个马赛克看了快两分钟了
764,密密麻麻的字里仍然能看出两个字：吃  人
765,这还是恶臭的熊猫头握草！
766,吃    人
767,棒 子 震 怒
768,黑，真TM黑
769,最 强 大 脑 出 题 人
770,一个黑色方块
