,弹幕
439,0基础，学挨踢，就来黑马程序员
440,梦结束的地方
441,看到笔记本我就放心了
442,零基础入门C++，学完负基础
443,没关音量，我差点爆炸
444,上课啦！
445,二倍速走起
446,学过C++前来复习
447,第一集永远最多人看
448,大家卷起来
449,嵌入式学这个不冲突，我就是嵌入式的
450,吸鸭课程
451,年薪过万可还行
452,180个人你们好，不知道能有多少人坚持到最后
453,感谢野生字幕组
454,c++ primer plus安排
455,我秃了，也强了
456,梦开始的地方
457,同为了虚幻~
458,好家伙
459,梦开始了
460,有没有要考试的来学c++的
461,这个课程不需要弹幕
462,我只想考计算机二级证书，不想多牛逼
463,哈哈哈哈c鸭鸭
464,嵌入式是C的天下
465,易语言过来的
466,c++用什么编译器比较好
467,c鸭鸭哈哈哈哈
468,我们用c语言写过
469,北邮人前来报到
470,开发原理
471,现在介绍一下
472,感谢字幕大哥
473,下面字幕好评
474,nku复习观看
475,c++跟c哪个实用呢
476,虎扑观光团
477,感谢下方蓝字
478,看完来的，如果是初学C++记得要边操作变看视频，如果只听的话根本学不会
479,python和Java学了一点基础这次c++坚持学完不再换语言
480,为了成为游戏制作人01
481,149个同学你们好
482,已经开始困了
483,突然想笑，人生苦短，我学python
484,谢谢老师
485,#include <iostream>
486,115个人好！！！！！！！
487,嵌入式学C，学什么C++
488,拜托老哥们不要占用字幕君的位置，谢谢
489,催眠课程
490,c鸭鸭，hhhh
491,英语要八级以上才能学
492,字幕好评
493,宝藏宝藏
494,82 同学好
495,一天一课1年内解决
496,学软件得过英语六级吧，不然都看不懂了
497,using namespace std;
498,b站最高倍数
499,自学之神
500,typora好评
501,我从第一集开始正在看呢
502,c鸭鸭好可爱啊
503,98个人？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
504,为啥会有野生字幕君啊hhhh是听不懂吗
505,为音视频打基础
506,看完来的，如果是初学C++记得要边操作变看视频，如果只听的话根本学不会
507,大家好，我是清华的
508,c++，永远滴sen
509,老师没联网
510,66个同学一起
511,using namespace std;
512,病房预约系统
513,学完Java后学c
514,学过c的方便不少
515,C鸭鸭，哈哈哈
516,北邮
517,为了对象，我拼了
518,边学java边学c++
519,c语言过来的
520,王牌飞行员请求出战！！！
521,企业及
522,需要，至少四级
523,同老师让我们自学
524,说php的站住，明明java才是最好的语言
525,吃灰系列
526,学完就有对象
527,熟悉的开头
528,老赵，快开始
529,我在学校都没这么认真...
530,这套视频全部学完可以拿多少薪水的工作
531,再次感谢老师
532,都是道友
533,新手来啦
534,我刚刚答了半天题
535,北邮的别走，我离你不远
536,北邮
537,咋知道有几个人在看
538,1前面老师有口音的你别走！！！！！我怀疑我跟你看到的是同一个
539,b站大学可还行
540,120人
541,这套教程真不错
542,稳了稳了
543,146个人，真狠啊
544,我已经秃顶了
545,雀实
546,打卡打卡
547,地下字母好评
548,哈工大
549,0.5倍笑不活了
550,145位同学们大家好
551,感谢品红字幕君
552,进度STL，感觉STL比第二阶段友好
553,害，计算机专业大学时连c++都不会
554,十刷了
555,学完Python来的。
556,一点钟45人
557,52小时从入门到入土
558,打卡第一天
559,说句实话，我挂科了
560,武大路过
561,能月薪过万么？当厨师太难了
562,自学+1
563,留下足迹
564,同为虚幻
565,第一天打卡 000000基础= =
566,打卡第一天
567,300集，我麻了
568,66个朋友们！！
569,经典通讯录
570,174同学，门
571,字幕好评
572,为了虚幻
573,梦的开始
574,优秀优秀
575,打卡第一天
576,好家伙
577,我为自己来的
578,C++
579,include string
580,151个人
581,新手村报道
582,111个人》》》》》》》》
583,114514人
584,c语言0基础可以学吗
585,200多人呢
586,感谢字幕君
587,安装软件时有工作负荷应该选择哪些下载，
588,开头像广告一样
589,诶
590,多少人一起看
591,老师好!
592,高二路过
593,二刷开始
594,龙哥打卡第一天
595,有没有英语要求？
596,一 定
597,dio
598,小白报名+1
599,自学能找到工作吗
600,来学了
601,PYTHON学完了，来学这个
602,c++yyds
603,c++yyds
604,c++yyds
605,华科路过，开始啦
606,感谢蓝字
607,头发动了
608,是用什么软件做的笔记啊
609,为了面包
610,年薪过千黑马程序员
611,打卡
612,哈喽哈喽
613,145个同学，你们好
614,ohhhhhhh
615,和python是一个老师？？1
616,考前复习再刷一遍
617,复习来了
618,100人
619,感谢蓝色字幕君↓
620,建议直接103集假酒视频
621,相纸光远光
622,加油！
623,厉害了
624,梦开始的地方？
625,164人同时学习...
626,笑死了，做realtime嵌入式的都得学C++
627,第四遍了
628,年薪过万不是梦
629,蓝色字幕太好评了
630,前方高能预警
631,感谢蓝字
632,北化的在这儿
633,我不是针对谁，我的意思是，Java是世界上最好的语言
634,感谢下面蓝字
635,大家好
636,学习来了
637,只是入门。。。
638,nice
639,字幕君幸苦了
640,火钳刘明
641,有亿定难度的
642,牛逼牛逼
643,安徽理工大学
644,有没有华东理工de
645,我也是为了UE4啊
646,同为虚幻
647,字母好评
648,跟我念：西佳佳
649,133个同学们好
650,我也是为ue4而来
651,9.17凌晨3点熬夜者
652,我在B站学c
653,学习
654,74个人
655,B站大学
656,76个人？？？
657,学过点c，有帮助吗？
658,听懂鼓掌
659,感谢蓝色字幕君
660,阚阚上海大学
