,弹幕
746,这些都是事先都写好  改改具体措辞就行
747,现在哈克还没意识到自己的愚蠢
748,超喜欢汉弗莱的口才hhhhh
749,撒切尔夫人之后，英国公务员系统开始对政客唯唯诺诺，所以才有了现在英国政府那些神操作，远比不上原来的老练
750,别信在野党，上台都一样。
751,秘书套娃
752,流水的大臣铁打的秘书
753,Secretary，大臣，部长，秘书，哈哈哈
754,这看起来就是官和吏的区别
755,官和吏的区别
756,就跟清代的县官一样，虽然是名义上的最大的县长，但具体权力都被地方势力把持
757,就这么个小岛，分650个选区，资源浪费
758,汉皮！
759,赵孟之所贵，赵孟能贱之
760,按理说内政大臣比外交大臣靠前
761,有喜剧的外衣，人就不会感到后颈发凉了？
762,up断句好奇怪
763,政务官和事务官
764,god call me god
765,日本好像也是这个路数，职业政客和公务员是两拨人
766,英国人就喜欢拐弯抹角
767,所有政客都这样，未来自己的利益们可以包装出任何好的理由
768,老中青三代文官长啊
769,-*
770,"好惨的儿子( מּ,_מּ)"
771,正面交火
772,汉皮
773,同流合污
774,cross swords  击剑
775,半部YM治天下，一个汉妃掌全球
776,哦哦哦摸摸
777,集体来搞他
778,烂尾····
779,对手早已明白你
780,老巫婆
781,更像秘书长一点
782,大佬
783,对手是最了解你的人
784,铁打的吏，流水的官
785,中国的吏官体系
786,难怪是奸奇的诞生地
787,杨幂
788,伯纳德的腿
789,哈克真的农业，能玩死农业部的人，所以被安排去内政部了
790,下克上办法多的是
791,累
792,gun
793,欧美剧第一实至名归
794,可怜巴巴
795,文官都是精英
796,上帝叫我上帝的男人
797,有人吗？？？
798,儿子变大哥
799,让上帝喊上帝的男人
800,看到这里 我非常自信的说 独享
801,上帝
802,uoup
803,这一握
804,新冠
805,yes，pm
