href,时长,名称,BV号,播放量,弹幕数,up主,up主id
https://www.bilibili.com/video/BV1tN411d7M2,08:18,央行“限贷令”下，房贷缩水60%！北上广深齐涨，咱别卷了行吗？,BV1tN411d7M2,125.5万,2108,蓝白argentina,432597324
https://www.bilibili.com/video/BV1nb4y1R7uF,02:11,东北的生育率有多吓人,BV1nb4y1R7uF,78.3万,6413,小张讲财经,1586989078
https://www.bilibili.com/video/BV1d54y1Y712,04:25,100万的房子涨到200万，卖方赚的谁的钱？卖方不想让你知道的真相,BV1d54y1Y712,66.6万,731,付鹏的财经世界,662660667
https://www.bilibili.com/video/BV1HZ4y1k7Ef,7:12,第三次经济转型，现在是40年一遇的机会,BV1HZ4y1k7Ef,170.5万,1.0万,蓝白argentina,432597324
https://www.bilibili.com/video/BV1Cz4y167Ny,00:15,【好家伙】：房地产没有泡沫，他们有很多困难,BV1Cz4y167Ny,32.4万,785,郁灵星,435419181
https://www.bilibili.com/video/BV1FT4y1N7CT,08:19,为什么这届年轻人不去KTV了？,BV1FT4y1N7CT,46.6万,1627,科技新智造,1121471623
https://www.bilibili.com/video/BV1yf4y1671p,06:24,【厉害】散户战争：美国韭菜暴走，百亿对冲基金被冲垮！破产在即？,BV1yf4y1671p,54.3万,1496,厉害财经,477328270
